company_no,company_id,name,legal_form(if known),website,phone,whatsapp,telegram,vk,email,address,showroom_flag,production_flag,source_url,last_checked_date,search_rank,search_query_first_seen,search_queries_matched,rubrics,org_name,branch_count,rating,review_count,marketplace_links,status
211,70000001061135290,Мебельград,,http://mebelgrad.com; https://vk.com/mebelgradmf,+78632049972; +79613017530,,,https://vk.com/mebelgradmf,,"проспект Космонавтов, 6/13",1,0,https://2gis.ru/rostov-on-don/firm/70000001061135290,2026-02-19,50,корпусная мебель,корпусная мебель,Мебельные магазины; Корпусная мебель; Мягкая мебель; Детская мебель; Матрасы,"Мебельград, фирменный салон мебели",2,4.9,26,,ok
212,70000001084299501,Мебель&Склад,,http://mebelsklad.group; http://t.me/mebel_sklad_official; https://vk.com/mebel_sklad_official; https://wa.me/79064398891?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79034011377; +79064398891,https://wa.me/79064398891?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/mebel_sklad_official,https://vk.com/mebel_sklad_official,,"Михаила Нагибина проспект, 17",1,0,https://2gis.ru/rostov-on-don/firm/70000001084299501,2026-02-19,50,мебель на заказ,изготовление кухонь; кухни массив; кухни на заказ; кухни недорого; кухни под заказ; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; мебель на заказ; модульные кухни; производитель кухонь; шкафы и кухни на заказ,Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель на заказ; Мебель для кухни; Матрасы; Офисная мебель; Детская мебель,"Мебель&Склад, магазин",3,5,7,,ok
213,70000001007367274,AP Luxury Brands,,http://aphome.ru; http://jivo.chat/f0KjadiK7G; https://t.me/aphome_official; https://vk.com/aphome,+78003024239; +78633034384,,https://t.me/aphome_official,https://vk.com/aphome,,"Михаила Нагибина проспект, 30л",1,0,https://2gis.ru/rostov-on-don/firm/70000001007367274,2026-02-19,51,салон кухонь,салон кухонь; шкафы и кухни на заказ,Мягкая мебель; Корпусная мебель; Офисная мебель; Мебель для кухни; Декоративные отделочные материалы,AP home,2,,0,,ok
214,70000001024879921,Moon,,http://moon-trade.ru; http://moon-trade.ru/shops/detail/mc-mebelgrad-km-rostov; http://moon.ru; https://t.me/moon_official; https://vk.com/moonmebel; https://youtube.com/user/moonmebel,+79054870171; +79381197070; +79381687070,,https://t.me/moon_official,https://vk.com/moonmebel,,"улица Малиновского, 23а",1,0,https://2gis.ru/rostov-on-don/firm/70000001024879921,2026-02-19,51,мебель на заказ,изготовление кухонь; кухни на заказ; кухни под заказ; мебель на заказ,Мебельные магазины; Мягкая мебель; Матрасы; Мебель на заказ,"Moon, салон мебели",5,,0,,ok
215,70000001055773132,Хорошие Кухни,,http://xn----itbicjscar9aoi7a.xn--p1ai; https://vk.com/xoroshiekuhni; https://wa.me/79287765299?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79287765299,https://wa.me/79287765299?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/xoroshiekuhni,,"проспект Королёва, 1д",1,0,https://2gis.ru/rostov-on-don/firm/70000001055773132,2026-02-19,51,шкафы и кухни на заказ,кухни массив; кухни недорого; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; модульные кухни; производитель кухонь; шкафы и кухни на заказ,Мебель для кухни; Корпусная мебель,"Хорошие Кухни, магазин",1,5,2,,ok
216,70000001096412594,Интериос,,http://interios-ms.ru; https://t.me/interios_telegram; https://vk.com/interios_rnd; https://wa.me/79381210120?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79311032227,https://wa.me/79381210120?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/interios_telegram,https://vk.com/interios_rnd,,"улица Доватора, 71Б",1,0,https://2gis.ru/rostov-on-don/firm/70000001096412594,2026-02-19,51,фасады для кухни,фасады для кухни,Мягкая мебель; Ремонт мебели,"Интериос, мебельная компания",1,,0,,ok
217,3378228001550418,ЕВА,,http://t.me/evaltd; http://www.evaltd.ru; https://t.me/evaltd; https://wa.me/79034062250?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632309901; +78632309902; +78632309903; +79034062250,https://wa.me/79034062250?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/evaltd; https://t.me/evaltd,,,"1-й Машиностроительный переулок, 3а",1,1,https://2gis.ru/rostov-on-don/firm/3378228001550418,2026-02-19,52,фасады для кухни,фасады для кухни,"ЛДСП, ДВПО, МДФ; Мебельная фурнитура; Герметики и клеи; ДСП, ДВП, фанера; Ремонт мебели","ЕВА, производственно-коммерческая фирма",1,5,3,,ok
218,70000001031526756,Магазин мебели,,https://wa.me/79281701488?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://wa.me/79281701488?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Тургеневская улица, 44",1,0,https://2gis.ru/rostov-on-don/firm/70000001031526756,2026-02-19,52,производство кухонь,производство кухонь,Мягкая мебель; Мебель для кухни; Корпусная мебель; Мебельная фурнитура; Детская мебель,Магазин мебели,1,5,3,,ok
219,70000001038466923,DaVita-мебель,,http://davitamebel.ru; http://dzen.ru/davitamebel; http://t.me/davitamebel; http://t.me/davitamebelru; http://vk.ru/davita_mebel; https://ok.ru/mebeldavita; https://pinterest.com/davitamebel; https://vk.com/davita_mebel; https://wa.me/79034303417?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://youtube.com/channel/UC9Wxv6ZN2XaHWx2RYIxYM1g,+78005008026; +79034303417,https://wa.me/79034303417?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/davitamebel; http://t.me/davitamebelru,https://vk.com/davita_mebel,,"проспект Королёва, 1д",1,0,https://2gis.ru/rostov-on-don/firm/70000001038466923,2026-02-19,52,салон кухонь,салон кухонь; шкафы и кухни на заказ,Мебельные магазины; Мебель для кухни; Детская мебель; Корпусная мебель,"DaVita-мебель, фирменный салон мебели для дома и офиса, официальный представитель",3,5,10,,ok
220,3378229002013722,Fast’n’Shine,,https://t.me/fastnshine61; https://t.me/fastnshine61bot; https://wa.me/79282708270?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79282708270,https://wa.me/79282708270?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/fastnshine61; https://t.me/fastnshine61bot,,,"улица Жданова, 16",1,0,https://2gis.ru/rostov-on-don/firm/3378229002013722,2026-02-19,53,фасады для кухни,фасады для кухни,Тюнинг; Детейлинг; Ремонт мебели; Ремонт обуви и кожгалантереи,"Fast’n’Shine, центр реставрации кожи и детейлинга",1,5,5,,ok
221,70000001027817777,Бакаут,,https://wa.me/79282797760?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79282797760,https://wa.me/79282797760?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Стачки проспект, 253 ст1",1,0,https://2gis.ru/rostov-on-don/firm/70000001027817777,2026-02-19,53,производство кухонь,производство кухонь,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель,"Бакаут, мастерская мебели",1,5,1,,ok
222,70000001033486618,Удобные кухни,,http://ukuhni.ru; https://vk.com/fortochka_okna,+78633089694,,,https://vk.com/fortochka_okna,,"Красноармейская улица, 264",1,0,https://2gis.ru/rostov-on-don/firm/70000001033486618,2026-02-19,53,мебель на заказ,изготовление кухонь; кухни на заказ; кухни под заказ; мебель на заказ,Мебель на заказ; Мебель для кухни,"Удобные кухни, магазин",1,4.2,10,,ok
223,70000001062086646,Кухни склад,,http://xn--80aikhbgl7apu.xn--p1ai; https://vk.com/kuhnisklad; https://wa.me/79189985050?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79381665050; +79381775050,https://wa.me/79189985050?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/kuhnisklad,,"улица Малиновского, 13к",1,0,https://2gis.ru/rostov-on-don/firm/70000001062086646,2026-02-19,53,шкафы и кухни на заказ,мебель на заказ; шкафы и кухни на заказ,Мебель для кухни; Мебель на заказ; Корпусная мебель,Кухни склад,3,4.8,18,,ok
224,70000001031084229,Zlata-Stone,,https://pinterest.com/4TIqMYSA2; https://t.me/+79081972500; https://vk.com/zlatastone61; https://wa.me/79081972500?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79081972500,https://wa.me/79081972500?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/+79081972500,https://vk.com/zlatastone61,,"Красноармейская улица, 143а",1,1,https://2gis.ru/rostov-on-don/firm/70000001031084229,2026-02-19,54,производство кухонь,производство кухонь,Изделия из камня для помещений; Мебель для кухни,"Zlata-Stone, компания по производству и продаже изделий из акрилового камня",1,,0,,ok
225,70000001057642522,Безупречно,,https://wa.me/79185351600?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79281610570,https://wa.me/79185351600?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Магнитогорская улица, 2в",1,0,https://2gis.ru/rostov-on-don/firm/70000001057642522,2026-02-19,54,фасады для кухни,фасады для кухни,Швейные ателье; Ремонт одежды; Ателье меха и кожи; Ремонт мебели,"Безупречно, ателье",1,5,8,,ok
226,3378228001984657,Торгово-производственная фирма,,https://wa.me/79185141772?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79185141772,https://wa.me/79185141772?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Машиностроительный переулок, 7",1,1,https://2gis.ru/rostov-on-don/firm/3378228001984657,2026-02-19,55,производство кухонь,производство кухонь,Офисная мебель; Мебель на заказ; Мебель из стекла; Корпусная мебель; Мебель для кухни,Торгово-производственная фирма,1,,0,,ok
227,3378228002264407,Мебель-ГК,,http://mebel-for-busines.ru,+78632701522,,,,,"Радиаторный переулок, 8",1,1,https://2gis.ru/rostov-on-don/firm/3378228002264407,2026-02-19,55,мебель на заказ,мебель на заказ,Мебель на заказ; Изделия из камня для помещений; Стеллажи и витрины; Торгово-выставочное оборудование; Мебель для общественного питания,"Мебель-ГК, производственная компания",1,5,1,,ok
228,70000001048517488,Kuchenmarkt,,https://vk.com/id45336594; https://wa.me/79185226990?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79514993328?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79185226990; +79514993328,https://wa.me/79185226990?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79514993328?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/id45336594,,"Геологическая улица, 3",1,0,https://2gis.ru/rostov-on-don/firm/70000001048517488,2026-02-19,55,салон кухонь,салон кухонь,Офисная мебель; Мебель для кухни; Мебель на заказ; Мебель для ванных комнат; Корпусная мебель; Детская мебель,"Kuchenmarkt, салон мебели",1,4.9,54,,ok
229,70000001065639677,Компания по перетяжке мебели,,https://wa.me/79604677111?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79604677111,https://wa.me/79604677111?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,,0,0,https://2gis.ru/rostov-on-don/firm/70000001065639677,2026-02-19,55,фасады для кухни,фасады для кухни,Ремонт мебели,Компания по перетяжке мебели,1,5,2,,ok
230,3378228002109044,Много Мебели,,http://mnogomebeli.com/?utm_campaign=rostov_on_don&utm_source=2gis; https://ok.ru/group/54057515483235; https://t.me/mnogomebeliofficial; https://vk.com/mnogomebeliclub,+74951506633; +79282268192,,https://t.me/mnogomebeliofficial,https://vk.com/mnogomebeliclub,,"улица Малиновского, 27а",1,0,https://2gis.ru/rostov-on-don/firm/3378228002109044,2026-02-19,56,корпусная мебель,корпусная мебель,Мебельные магазины; Мягкая мебель; Корпусная мебель,"Много Мебели, мебельная компания",6,4.8,473,,ok
231,3378229002144474,ТриЯ,,http://t.me/triyaru; http://www.triya.ru; https://ok.ru/profile/574384936961; https://ok.ru/triyaru; https://twitter.com/triyaru; https://vk.com/triyaru; https://youtube.com/channel/UCtLpL1FpUAZQeHmrFoGT_iA,+79282268315; +79896317490,,http://t.me/triyaru,https://vk.com/triyaru,,"улица Малиновского, 23а",1,0,https://2gis.ru/rostov-on-don/firm/3378229002144474,2026-02-19,56,салон кухонь,салон кухонь,Мебельные магазины; Корпусная мебель; Детская мебель; Мебель для кухни; Офисная мебель,"ТриЯ, мебельный салон",1,4.9,13,,ok
232,70000001027093250,ДонМебельер,,http://donmebeler.ru; http://t.me/donmebeler,+78632797909,,http://t.me/donmebeler,,,"Горсоветская улица, 83/68",1,0,https://2gis.ru/rostov-on-don/firm/70000001027093250,2026-02-19,56,производство кухонь,производство кухонь,Мебель для кухни; Мебель на заказ; Офисная мебель; Детская мебель; Корпусная мебель,ДонМебельер,1,1,2,,ok
233,70000001045598217,АртТехСтрой,,http://remontvrostove.ru; https://wa.me/79185559149?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632759149; +79185559149,https://wa.me/79185559149?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Старочеркасский переулок, 1а",1,0,https://2gis.ru/rostov-on-don/firm/70000001045598217,2026-02-19,56,фасады для кухни,фасады для кухни,Ремонт помещений; Мебель на заказ; Корпусная мебель; Ремонт мебели,"АртТехСтрой, ООО, многопрофильная компания",1,,0,,ok
